OID_,Join_Count,FloodDistM,TARGET_FID,DEVELOPMEN,LATITUDE,LONGITUDE,STATE_NAME,DFIRM_ID,VERSION_ID,FLD_AR_ID,STUDY_TYP,FLD_ZONE,ZONE_SUBTY,SFHA_TF,STATIC_BFE,V_DATUM,DEPTH,LEN_UNIT,VELOCITY,VEL_UNIT,AR_REVERT,AR_SUBTRV,BFE_REVERT,DEP_REVERT,DUAL_ZONE,SOURCE_CIT,GFID,Shape_Leng,Shape_Area,FldZone_YN,TRACT_2010,TRACT_2020,BLOCK_2010,BLOCK_2020
9616,1,161669.398,9616,RQ005006027,18.1209,-66.4856,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72149720300.0,72149720300.0,721497203002020.0,721497203002020.0
9617,1,235009.2567,9617,RQ005008003,18.0834,-67.1541,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72023830300.0,72023830300.0,720238303003003.0,720238303003003.0
9618,1,149014.0424,9618,RQ005006026,18.2307,-66.3835,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72107955100.0,72107955100.0,721079551001006.0,721079551001006.0
9619,1,79967.41603,9619,RQ005007007,18.1927,-65.7426,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72103170400.0,72103170400.0,721031704002002.0,721031704002002.0
9620,1,79967.41603,9620,RQ005007006,18.1927,-65.7426,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72103170400.0,72103170400.0,721031704002002.0,721031704002002.0
9621,1,157460.4433,9621,RQ005006031,17.9687,-66.414,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72133953800.0,72133953800.0,721339538003023.0,721339538003023.0
9622,1,91815.6964,9622,RQ005007003,18.1175,-65.835,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72069180800.0,72069180800.0,720691808001005.0,720691808001005.0
9623,1,102577.0532,9623,RQ005007005,17.9995,-65.8988,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72095951600.0,72095951600.0,720959516001014.0,720959516001014.0
9624,1,98264.66799,9624,RQ005007010,18.0496,-65.8753,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72151951000.0,72151951000.0,721519510002000.0,721519510002000.0
9625,1,233136.1956,9625,RQ005008015,18.2137,-67.1504,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72097080200.0,72097080200.0,720970802001005.0,720970802001005.0
9626,1,232578.1736,9626,RQ005008012,18.1898,-67.1434,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72097081300.0,72097081300.0,720970813002014.0,720970813002014.0
9627,1,79967.41603,9627,RQ005007012,18.1927,-65.7426,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72103170400.0,72103170400.0,721031704002002.0,721031704002002.0
9628,1,231564.7372,9628,RQ005008001,18.2816,-67.1401,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72011810400.0,72011810400.0,720118104002012.0,720118104002012.0
9629,1,233884.7514,9629,RQ005008010,18.177345,-67.154241,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72097082102.0,72097082102.0,720970821021003.0,720970821021003.0
9630,1,230620.32,9630,RQ005008004,18.1301,-67.1196,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72067820300.0,72067820300.0,720678203003013.0,720678203003013.0
9631,1,232613.1747,9631,RQ005008013,18.1884,-67.1436,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72097081300.0,72097081300.0,720970813002014.0,720970813002014.0
9632,1,233136.1956,9632,RQ005008018,18.2137,-67.1504,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72097080200.0,72097080200.0,720970802001005.0,720970802001005.0
9633,1,113907.4753,9633,RQ005010028,18.3955,-66.0695,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72127008602.0,72127008602.0,721270086024000.0,721270086024000.0
9634,1,233136.1956,9634,RQ005008014,18.2137,-67.1504,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72097080200.0,72097080200.0,720970802001005.0,720970802001005.0
9635,1,186466.7652,9635,RQ005009002,18.164,-66.7192,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72001956700.0,72001956700.0,720019567001009.0,720019567001009.0
9636,1,179689.2091,9636,RQ005009030,18.0,-66.6296,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72113071500.0,72113071500.0,721130715001006.0,721130715001006.0
9637,1,111154.9362,9637,RQ005010018,18.4088,-66.0439,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72127005800.0,72127005800.0,721270058001008.0,721270058001008.0
9638,1,111771.7998,9638,RQ005010034,18.4376,-66.0479,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72127003300.0,72127003300.0,721270033001000.0,721270033001000.0
9639,1,116819.6845,9639,RQ005010010,18.3941,-66.0961,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72127007800.0,72127007800.0,721270078001009.0,721270078001009.0
9640,1,112397.7146,9640,RQ005010054,18.3712,-66.0562,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72127010043.0,72127010043.0,721270100432005.0,721270100432005.0
9641,1,111252.0439,9641,RQ005010030,18.3914,-66.0454,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72127009300.0,72127009300.0,721270093004007.0,721270093004007.0
9642,1,173324.6928,9642,RQ005009006,18.2195,-66.6047,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72073956305.0,72073956305.0,720739563052020.0,720739563052020.0
9643,1,107459.5062,9643,RQ005010045,18.4009,-66.0105,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72127005214.0,72127005214.0,721270052141005.0,721270052141005.0
9644,1,213329.1876,9644,RQ005009032,18.0812,-66.9548,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72121960600.0,72121960600.0,721219606001002.0,721219606001002.0
9645,1,116819.6845,9645,RQ005010011,18.3941,-66.0961,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72127007800.0,72127007800.0,721270078001009.0,721270078001009.0
9646,1,174527.8689,9646,RQ005009018,18.0744,-66.5964,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72113072703.0,72113072703.0,721130727033000.0,721130727033000.0
9647,1,107459.5062,9647,RQ005010036,18.4009,-66.0105,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72127005214.0,72127005214.0,721270052141005.0,721270052141005.0
9648,1,111598.2309,9648,RQ005010055,18.418008,-66.047508,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72127006200.0,72127006200.0,721270062002008.0,721270062002008.0
9649,1,107459.5062,9649,RQ005010031,18.4009,-66.0105,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72127005214.0,72127005214.0,721270052141005.0,721270052141005.0
9650,1,107459.5062,9650,RQ005010049,18.4009,-66.0105,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72127005214.0,72127005214.0,721270052141005.0,721270052141005.0
9651,1,177339.3669,9651,RQ005009011,18.0077,-66.6094,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72113071800.0,72113071800.0,721130718003008.0,721130718003008.0
9652,1,233136.1956,9652,RQ005008021,18.2137,-67.1504,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72097080200.0,72097080200.0,720970802001005.0,720970802001005.0
9653,1,116819.6845,9653,RQ005010012,18.3941,-66.0961,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72127007800.0,72127007800.0,721270078001009.0,721270078001009.0
9654,1,112144.5598,9654,RQ005010041,18.4217,-66.0523,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72127006301.0,72127006301.0,721270063013010.0,721270063013010.0
9655,1,174527.8689,9655,RQ005009020,18.0744,-66.5964,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72113072703.0,72113072703.0,721130727033000.0,721130727033000.0
9656,1,112397.7146,9656,RQ005010056,18.3712,-66.0562,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72127010043.0,72127010043.0,721270100432005.0,721270100432005.0
9657,1,112397.7146,9657,RQ005010032,18.3712,-66.0562,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72127010043.0,72127010043.0,721270100432005.0,721270100432005.0
9658,1,116819.6845,9658,RQ005010050,18.3941,-66.0961,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72127007800.0,72127007800.0,721270078001009.0,721270078001009.0
9659,1,174527.8689,9659,RQ005009015,18.0744,-66.5964,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72113072703.0,72113072703.0,721130727033000.0,721130727033000.0
9660,1,232578.1736,9660,RQ005008024,18.1898,-67.1434,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72097081300.0,72097081300.0,720970813002014.0,720970813002014.0
9661,1,107459.5062,9661,RQ005010014,18.4009,-66.0105,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72127005214.0,72127005214.0,721270052141005.0,721270052141005.0
9662,1,107459.5062,9662,RQ005010024,18.4009,-66.0105,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72127005214.0,72127005214.0,721270052141005.0,721270052141005.0
9663,1,114273.829,9663,RQ005010005,18.4147,-66.0721,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72127980101.0,72127980101.0,721279801011001.0,721279801011001.0
9664,1,112397.7146,9664,RQ005010043,18.3712,-66.0562,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72127010043.0,72127010043.0,721270100432005.0,721270100432005.0
9665,1,177179.1368,9665,RQ005009021,18.0219,-66.6109,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72113070300.0,72113070300.0,721130703001000.0,721130703001000.0
9666,1,126869.3457,9666,RQ005003015,18.396701,-66.187679,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72021031034.0,72021031034.0,720210310342009.0,720210310342009.0
9667,1,112397.7146,9667,RQ005010033,18.3712,-66.0562,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72127010043.0,72127010043.0,721270100432005.0,721270100432005.0
9668,1,116819.6845,9668,RQ005010052,18.3941,-66.0961,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72127007800.0,72127007800.0,721270078001009.0,721270078001009.0
9669,1,111401.3374,9669,RQ005010007,18.4578,-66.0429,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72127001200.0,72127001200.0,721270012001000.0,721270012001000.0
9670,1,116819.6845,9670,RQ005010015,18.3941,-66.0961,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72127007800.0,72127007800.0,721270078001009.0,721270078001009.0
9671,1,116819.6845,9671,RQ005010026,18.3941,-66.0961,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72127007800.0,72127007800.0,721270078001009.0,721270078001009.0
9672,1,112144.5598,9672,RQ005010044,18.4217,-66.0523,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72127006301.0,72127006301.0,721270063013010.0,721270063013010.0
9673,1,180462.8805,9673,RQ005009026,18.0014,-66.6371,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72113071402.0,72113071402.0,721130714023000.0,721130714023000.0
9674,1,115329.7764,9674,RQ005010053,18.364719,-66.082954,PR,780000,1.1.1.0,780000_607,NP,AE, ,T,16.0,LOCAL TIDAL DATUM,-9999,Feet,-9999, , , ,-9999,-9999, ,780000_FIS2,c4d2dc2f-44fb-4578-8aaf-b595d5af4abb,0.004952141,2.149e-07,No,72127009903.0,72127009903.0,721270099034003.0,721270099034003.0
9675,1,3768606.967,9675,GQ001000002,13.4028,-144.6885,GU,32021C,1.1.1.0,32021C_2031,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,32021C_FIRM1,20121116_2,0.168713524,0.000154307,No,,,,
9676,1,3769210.265,9676,GQ001000004,13.5385,-144.8646,GU,32021C,1.1.1.0,32021C_2031,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,32021C_FIRM1,20121116_2,0.168713524,0.000154307,No,,,,
9677,1,3768606.967,9677,GQ001000003,13.4028,-144.6885,GU,32021C,1.1.1.0,32021C_2031,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,32021C_FIRM1,20121116_2,0.168713524,0.000154307,No,,,,
9678,1,3783.978735,9678,NY005000290,40.698484,-73.982041,NY,34017C,1.1.1.0,34017C_106,NP,AE, ,T,9.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,34017C_FIS1, ,1.643951157,0.003878029,No,36047002300.0,36047002300.0,360470023003000.0,360470023003000.0
9679,1,7135.028559,9679,NY005000690,40.717712,-73.937007,NY,34017C,1.1.1.0,34017C_106,NP,AE, ,T,9.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,34017C_FIS1, ,1.643951157,0.003878029,No,36047044901.0,36047044901.0,360470449011001.0,360470449011001.0
9680,1,10708.11239,9680,NY005000710,40.818555,-73.866398,NY,34017C,1.1.1.0,34017C_412,NP,AE, ,T,10.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,34017C_FIS1, ,0.002841213,2.4892e-07,No,36005002001.0,36005002001.0,360050020011002.0,360050020011002.0
9681,1,8011.546244,9681,NY005005600,40.822174,-73.900798,NY,34017C,1.1.1.0,34017C_412,NP,AE, ,T,10.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,34017C_FIS1, ,0.002841213,2.4892e-07,No,36005012901.0,36005012901.0,360050129012000.0,360050129012000.0
9682,1,8099.550908,9682,NY005010310,40.672928,-73.938119,NY,34017C,1.1.1.0,34017C_106,NP,AE, ,T,9.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,34017C_FIS1, ,1.643951157,0.003878029,No,36047034300.0,36047034300.0,360470343003000.0,360470343003000.0
9683,1,14500.59291,9683,NY005010340,40.844465,-73.829001,NY,34017C,1.1.1.0,34017C_412,NP,AE, ,T,10.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,34017C_FIS1, ,0.002841213,2.4892e-07,No,36005026602.0,36005026602.0,360050266021003.0,360050266021003.0
9684,1,7036.559504,9684,NY005010930,40.812558,-73.909544,NY,34017C,1.1.1.0,34017C_412,NP,AE, ,T,10.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,34017C_FIS1, ,0.002841213,2.4892e-07,No,36005003500.0,36005003500.0,360050035002000.0,360050035002000.0
9685,1,13819.95012,9685,NY005011860,40.765278,-73.830878,NY,34017C,1.1.1.0,34017C_106,NP,AE, ,T,9.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,34017C_FIS1, ,1.643951157,0.003878029,No,36081088902.0,36081088902.0,360810889023002.0,360810889023002.0
9686,1,10585.93283,9686,NY005012800,40.81866,-73.867912,NY,34017C,1.1.1.0,34017C_412,NP,AE, ,T,10.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,34017C_FIS1, ,0.002841213,2.4892e-07,No,36005002001.0,36005002001.0,360050020013000.0,360050020013000.0
9687,1,4708.731495,9687,NY005012410,40.807318,-73.936555,NY,34017C,1.1.1.0,34017C_412,NP,AE, ,T,10.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,34017C_FIS1, ,0.002841213,2.4892e-07,No,36061024200.0,36061024200.0,360610242001006.0,360610242001006.0
9688,1,6421.216984,9688,NY005012110,40.811429,-73.916743,NY,34017C,1.1.1.0,34017C_412,NP,AE, ,T,10.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,34017C_FIS1, ,0.002841213,2.4892e-07,No,36005004100.0,36005004100.0,360050041001000.0,360050041001000.0
9689,1,10005.30296,9689,NY005012520,40.670342,-73.915055,NY,34017C,1.1.1.0,34017C_106,NP,AE, ,T,9.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,34017C_FIS1, ,1.643951157,0.003878029,No,36047090200.0,36047090200.0,360470902001001.0,360470902001001.0
9690,1,7054.680624,9690,NY005020930,40.814499,-73.909865,NY,34017C,1.1.1.0,34017C_412,NP,AE, ,T,10.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,34017C_FIS1, ,0.002841213,2.4892e-07,No,36005007300.0,36005007300.0,360050073003000.0,360050073003000.0
9691,1,10777.94881,9691,NY005020490,40.874644,-73.909266,NY,34017C,1.1.1.0,34017C_264,NP,AE, ,T,8.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,34017C_FIS1, ,0.022171546,1.0322e-05,No,36061030900.0,36061030900.0,360610309003000.0,360610309003000.0
