"","DEVELOPMENT_ID","DEVELOPMENT_NAME","CBSA_CODE","COUNTY_NAME","COUNTY_CODE","STATE_NAME.x","STATE_CODE","ZIPCODE","LATITUDE","LONGITUDE","PHA_CODE","INSPECTION_SCORE","year","TRACT_2010","TRACT_2020","BLOCK_2010","BLOCK_2020","tract","block","block_group","FloodDistM","in_floodplain","age_c","total_pop_c","total_white_c","total_black_c","total_hispanic_c","poverty_c","income_c","public_assistance_c","owner_c","renter_c","vehicles_c","prop_value_c"
"21339","OK025000001","RENTAL",99999,"Pushmataha",127,"OK",40,74523,34.232413,-95.621337,"OK025",83,2016,40127097700,40127097701,401270977004091,401270977011019,40127097700,401270977004091,401270977004,57174.96633,0,38.4272727272727,3198.81818181818,2041.65909090909,253.75,317.113636363636,791.227272727273,37248.8409090909,1214.63636363636,772.545454545455,442.090909090909,1214.63636363636,78152.2727272727
"21340","OK053000053","RENTAL",30020,"Comanche",31,"OK",40,73552,34.61983,-98.748462,"OK053",96,2016,40031002302,40031002302,400310023022056,400310023022046,40031002302,400310023022056,400310023022,8928.60513,0,38.8,5055,3457,177,267,1258,59154,1746,1291,455,1746,120100
"21341","OK076000001","KINGSTON HA",99999,"Marshall",95,"OK",40,73439,33.996674,-96.718052,"OK076",82,2016,40095094802,40095094805,400950948023102,400950948052037,40095094802,400950948023102,400950948023,37966.6108,0,38.4272727272727,3198.81818181818,2041.65909090909,253.75,317.113636363636,791.227272727273,37248.8409090909,1214.63636363636,772.545454545455,442.090909090909,1214.63636363636,78152.2727272727
"21342","OK026000026","UNNAMED",30020,"Comanche",31,"OK",40,73527,34.630603,-98.630451,"OK026",97,2016,40031002302,40031002302,400310023021039,400310023021014,40031002302,400310023021039,400310023021,805.615196,0,38.8,5055,3457,177,267,1258,59154,1746,1291,455,1746,120100
"21343","OK022000001","RENTAL",46140,"Creek",37,"OK",40,74052,36.0943,-96.5765,"OK022",98,2016,40037020704,40037020704,400370207041042,400370207041020,40037020704,400370207041042,400370207041,36265.86573,0,43.6,1470,1333,2,21,429,37708,605,444,161,605,57600
"21344","OK057000001","RENTAL",99999,"Blaine",11,"OK",40,73040,35.636338,-98.319555,"OK057",97,2016,40011959000,40011959000,400119590002045,400119590002039,40011959000,400119590002045,400119590002,24027.259,0,37.7,1743,1365,36,49,467,41351,686,461,225,686,95000
"21345","OK028000001","WELEETKA HA",99999,"Okfuskee",107,"OK",40,74880,35.3353,-96.1266,"OK028",82,2016,40107081000,40107081000,401070810002061,401070810002070,40107081000,401070810002061,401070810002,15648.05458,0,40.6,2323,1251,125,121,557,38977,804,626,178,804,68700
"21346","OK131000001","LEASED",99999,"Latimer",77,"OK",40,74574,34.7169,-95.1842,"OK131",72,2016,40077087300,40077087300,400770873002027,400770873002016,40077087300,400770873002027,400770873002,36711.05082,0,43.8,2946,1882,40,108,741,40152,1075,800,275,1075,78800
"21347","OK002002011","SHARTEL TOWERS",36420,"Oklahoma",109,"OK",40,73109,35.411568,-97.525974,"OK002",83,2017,40109107223,40109107223,401091072233002,401091072233002,40109107223,401091072233002,401091072233,13085.16656,0,36.7,2725,1210,186,1154,476,29247,1164,593,571,1164,75300
"21348","OK099000002","HONOR HEIGHTS TOWERS",34780,"Muskogee",101,"OK",40,74401,35.760022,-95.411421,"OK099",90,2017,40101000100,40101000100,401010001002040,401010001002023,40101000100,401010001002040,401010001002,29402.15247,0,45.4,4360,2182,828,127,1015,32355,1935,1017,918,1935,70000
"21349","OK066000001","TISHOMINGO HA",99999,"Johnston",69,"OK",40,73460,34.239603,-96.667269,"OK066",84,2017,40069660200,40069660201,400696602005005,400696602013049,40069660200,400696602005005,400696602005,39595.66138,0,39.9469879518072,3229.25301204819,2098.6265060241,163.530120481928,333.481927710843,804.409638554217,36372.1807228916,1255.49397590361,818.301204819277,437.192771084337,1255.49397590361,77024.3902439024
"21350","OK116000116","RENTAL",99999,"Tillman",141,"OK",40,73570,34.506352,-99.147007,"OK116",94,2017,40141070200,40141070200,401410702001148,401410702001090,40141070200,401410702001148,401410702001,18349.87195,0,49.3,1100,811,66,163,310,41442,489,380,109,489,61700
"21351","OK120000001","RENTAL",44660,"Payne",119,"OK",40,74085,36.089,-96.7755,"OK120",87,2017,40119011200,40119011200,401190112001087,401190112001103,40119011200,401190112001087,401190112001,49371.66673,0,41.7,2287,1909,0,71,629,43042,909,697,212,909,71600
"21352","OK132000001","CHERRY LANE APARTMENTS",44660,"Payne",119,"OK",40,74023,35.978969,-96.743136,"OK132",74,2017,40119011302,40119011302,401190113023019,401190113023029,40119011302,401190113023019,401190113023,54499.70127,0,34.8,3702,3025,82,88,961,42873,1397,921,476,1397,95600
"21353","OK055000001","Guthrie Housing Authority",36420,"Logan",83,"OK",40,73044,35.87678,-97.404276,"OK055",79,2017,40083600100,40083601000,400836001003027,400836010001018,40083600100,400836001003027,400836001003,64684.00071,0,39.9469879518072,3229.25301204819,2098.6265060241,163.530120481928,333.481927710843,804.409638554217,36372.1807228916,1255.49397590361,818.301204819277,437.192771084337,1255.49397590361,77024.3902439024
"21354","OK088000001","RENTAL",99999,"Le Flore",79,"OK",40,74571,34.751154,-95.030816,"OK088",64,2017,40079040700,40079040700,400790407002024,400790407002014,40079040700,400790407002024,400790407002,35017.18063,0,44.2,2687,1674,17,117,699,38825,1105,856,249,1105,72200
"21355","OK101000001","RENTAL",99999,"Choctaw",23,"OK",40,74727,34.028715,-95.874814,"OK101",74,2017,40023967300,40023967300,400239673003053,400239673003021,40023967300,400239673003053,400239673003,55188.30594,0,43.6,3068,1831,210,119,832,30547,1328,979,349,1328,82500
"21356","OK063000001","COMMERCE HOUSING AUTHORITY",33060,"Ottawa",115,"OK",40,74339,36.9286,-94.8306,"OK063",81,2017,40115574200,40115574200,401155742002000,401155742002000,40115574200,401155742002000,401155742002,17688.04127,0,38.8,2925,1715,11,502,728,31731,1076,741,335,1076,60500
"21357","OK154000001","PARKVIEW ESTATES",99999,"Kiowa",75,"OK",40,73062,35.101626,-98.759457,"OK154",94,2017,40075963600,40075963600,400759636001032,400759636001031,40075963600,400759636001032,400759636001,24808.90384,0,44.8,1359,1010,0,40,405,32750,613,472,141,613,46300
"21358","OK006000001","EASTSIDE HOUSING",99999,"McCurtain",89,"OK",40,74728,34.033457,-94.729807,"OK006",76,2017,40089098600,40089098600,400890986003045,400890986003034,40089098600,400890986003045,400890986003,17494.24936,0,33.4,5352,3113,228,553,1365,29698,2030,1069,961,2030,78300
"21359","OK072000001","RENTAL",32540,"Pittsburg",121,"OK",40,74547,34.839621,-95.566073,"OK072",54,2017,40121486700,40121486700,401214867004094,401214867004085,40121486700,401214867004094,401214867004,8.971653839,0,38.3,4964,3227,45,138,1407,46458,1941,1449,492,1941,81800
"21360","OK034000001","RENTAL",99999,"Caddo",15,"OK",40,73006,34.891233,-98.36396,"OK034",97,2017,40015162200,40015162200,400151622002023,400151622002044,40015162200,400151622002023,400151622002,549.3671258,0,45,2554,1538,0,100,690,41825,982,775,207,982,83400
"21361","OK046000001","RENTAL",99999,"Caddo",15,"OK",40,73048,35.547192,-98.58145,"OK046",62,2017,40015161700,40015161700,400151617002090,400151617002036,40015161700,400151617002090,400151617002,20.26458718,0,40.4,1747,1347,0,238,476,45234,649,455,194,649,81700
"21362","OK079000001","WAURIKA HA",99999,"Jefferson",67,"OK",40,73573,34.163619,-97.991915,"OK079",91,2017,40067371800,40067371800,400673718003045,400673718003043,40067371800,400673718003045,400673718003,15606.24263,0,44.7,2751,2223,59,225,647,37585,1043,704,339,1043,61000
"21363","OK065000001","SHERMAN PARK",99999,"Garvin",49,"OK",40,73098,34.646734,-97.161858,"OK065",83,2017,40049681500,40049681500,400496815001049,400496815001034,40049681500,400496815001049,400496815001,29.7937813,0,39.9,2470,1822,152,143,637,36667,982,561,421,982,77000
"21364","OK016000001","TEMPLE HOUSING AUTHORITY",30020,"Cotton",33,"OK",40,73568,34.268978,-98.231548,"OK016",88,2017,40033871200,40033871200,400338712002197,400338712002147,40033871200,400338712002197,400338712002,8860.380596,0,47.3,2102,1798,96,104,558,48009,875,705,170,875,58400
"21365","OK061000001","RENTAL",99999,"McCurtain",89,"OK",40,74764,34.006571,-95.087206,"OK061",62,2017,40089098400,40089098400,400890984003077,400890984003038,40089098400,400890984003077,400890984003,8678.030324,0,41.6,4506,3112,215,200,1332,40000,1774,1410,364,1774,69600
"21366","OK037000001","STERLING HA",30020,"Comanche",31,"OK",40,73567,34.768,-98.2073,"OK037",88,2017,40031002100,40031002102,400310021001231,400310021023072,40031002100,400310021001231,400310021001,10366.88983,0,39.9469879518072,3229.25301204819,2098.6265060241,163.530120481928,333.481927710843,804.409638554217,36372.1807228916,1255.49397590361,818.301204819277,437.192771084337,1255.49397590361,77024.3902439024
"21367","OK069000001","CLAYTON HOUSING AUTHORITY",99999,"Pushmataha",127,"OK",40,74536,34.5425,-95.1223,"OK069",51,2017,40127097600,40127097600,401270976003310,401270976003158,40127097600,401270976003310,401270976003,51120.06655,0,47.8,2876,2130,36,75,756,32022,1177,883,294,1177,77900
"21368","OK070000001","TERRAL HA",99999,"Jefferson",67,"OK",40,73569,34.0036,-97.8217,"OK070",83,2017,40067371700,40067371700,400673717001100,400673717001085,40067371700,400673717001100,400673717001,20075.15812,0,44.4,1585,1143,21,275,417,35607,631,464,167,631,53400
"21369","OK071000001","TUTTLE HA",36420,"Grady",51,"OK",40,73089,35.289642,-97.806981,"OK071",68,2017,40051000902,40051000902,400510009023025,400510009028023,40051000902,400510009023025,400510009023,3632.52683,0,35.5,6090,5014,10,155,1670,63621,1992,1658,334,1992,160500
"21370","OK010000001","PENN OAKS",46140,"Creek",37,"OK",40,74030,35.991478,-96.589543,"OK010",65,2017,40037020800,40037020800,400370208001030,400370208001112,40037020800,400370208001030,400370208001,41520.97138,0,42.1,3356,2767,54,132,873,35833,1372,908,464,1372,78000
"21371","OK017000001","WALTERS HOUSING AUTHORITY",30020,"Cotton",33,"OK",40,73572,34.356686,-98.302972,"OK017",72,2017,40033871100,40033871100,400338711002026,400338711002015,40033871100,400338711002026,400338711002,15014.85435,0,38.8,3898,2800,23,334,1059,52083,1390,1069,321,1390,84900
"21372","OK085000001","RYAN HOUSING AUTHORITY",99999,"Jefferson",67,"OK",40,73565,34.020052,-97.960801,"OK085",92,2017,40067371700,40067371700,400673717001174,400673717001134,40067371700,400673717001174,400673717001,31290.46678,0,44.4,1585,1143,21,275,417,35607,631,464,167,631,53400
"21373","OK121000001","Keota Housing Authority",99999,"Haskell",61,"OK",40,74941,35.3005,-94.9147,"OK121",73,2017,40061279100,40061279100,400612791001068,400612791001034,40061279100,400612791001068,400612791001,14765.43902,0,37.4,2128,1579,0,31,562,38295,774,551,223,774,81800
"21374","OK027000001","NINE TRIBES TOWER",33060,"Ottawa",115,"OK",40,74354,36.877823,-94.875527,"OK027",64,2017,40115574500,40115574500,401155745001056,401155745001048,40115574500,401155745001056,401155745001,23113.02544,0,33.7,2402,1530,59,139,487,25526,916,350,566,916,62400
"21375","OK086000001","STRATFORD HA",99999,"Garvin",49,"OK",40,74872,34.804726,-96.959269,"OK086",91,2017,40049681100,40049681100,400496811003000,400496811003000,40049681100,400496811003000,400496811003,19766.87295,0,34.2,3067,2262,0,79,718,36727,1120,737,383,1120,93200
"21376","OK136000001","RENTAL",99999,"Haskell",61,"OK",40,74552,35.1307,-95.2464,"OK136",82,2017,40061279300,40061279300,400612793003035,400612793003016,40061279300,400612793003035,400612793003,42062.99066,0,44,3842,2791,49,121,1066,42105,1524,1299,225,1524,91100
"21377","OK089000001","HOBART HOUSING AUTHORITY",99999,"Kiowa",75,"OK",40,73651,35.025774,-99.088724,"OK089",78,2017,40075963700,40075963700,400759637004033,400759637002093,40075963700,400759637004033,400759637004,21046.14186,0,42.2,3963,2684,155,665,1056,38115,1641,1025,616,1641,62900
"21378","OK142000001","RENTAL",46140,"Okmulgee",111,"OK",40,74437,35.436326,-96.004169,"OK142",62,2017,40111000902,40111000902,401110009023050,401110009023050,40111000902,401110009023050,401110009023,293.44651,0,42.2,4656,3269,22,192,1200,33056,1794,1213,581,1794,62000
"21379","OK078000001","RENTAL",32540,"Pittsburg",121,"OK",40,74501,34.954227,-95.754688,"OK078",71,2017,40121486100,40121486100,401214861002060,401214861002036,40121486100,401214861002060,401214861002,602.384015,0,36.8,4514,2726,359,460,946,32813,1936,1181,755,1936,78400
"21380","OK106000001","LANGSTON HOUSING AUTHORITY",36420,"Logan",83,"OK",40,73050,35.9621,-97.2825,"OK106",60,2018,40083600600,40083600600,400836006001010,400836006001008,40083600600,400836006001010,400836006001,72684.62511,0,28.5,3868,2369,1017,93,789,43538,1092,846,246,1092,104300
"21381","OK146000001","ROXIE WEBER PLAZA",44660,"Payne",119,"OK",40,74074,36.112939,-97.055715,"OK146",78,2017,40119010700,40119010700,401190107001017,401190107001002,40119010700,401190107001017,401190107001,60338.07928,0,24.5,3368,2323,415,169,577,18451,1384,324,1060,1384,80600
"21382","OK108000001","Mountain Park Housing Authority",99999,"Kiowa",75,"OK",40,73559,34.696889,-98.95626,"OK108",80,2017,40075964200,40075964200,400759642002521,400759642002312,40075964200,400759642002521,400759642002,3389.65193,0,43.5,3805,3146,141,314,1000,39397,1585,1161,424,1585,65600
"21383","OK096000001","RENTAL",99999,"Seminole",133,"OK",40,74884,35.155681,-96.495815,"OK096",55,2017,40133583600,40133583600,401335836004035,401335836004034,40133583600,401335836004035,401335836004,31794.41742,0,41.4,4149,2108,552,218,902,26214,1601,976,625,1601,47200
"21384","OK033000001","UNNAMED",46140,"Creek",37,"OK",40,74010,35.823648,-96.387802,"OK033",73,2017,40037021000,40037021000,400370210002029,400370210002007,40037021000,400370210002029,400370210002,37195.7611,0,34.6,3801,2545,237,137,926,28100,1455,859,596,1455,80800
"21385","OK052000001","HOUSING AUTHORITY OF THE TOWN OF BOLEY",99999,"Okfuskee",107,"OK",40,74829,35.5176,-96.4971,"OK052",78,2018,40107080700,40107080700,401070807001034,401070807001026,40107080700,401070807001034,401070807001,44508.11255,0,40.1,3370,2146,582,91,568,40845,801,652,149,801,87900
"21386","OK020000001","LEVY ANNEX",99999,"Coal",29,"OK",40,74538,34.5929,-96.1795,"OK020",88,2018,40029388100,40029388100,400293881001104,400293881001051,40029388100,400293881001104,400293881001,22992.34553,0,43.6,3776,2498,7,181,985,38264,1574,1055,519,1574,76900
"21387","OK075000001","RENTAL",46140,"Okmulgee",111,"OK",40,74421,35.739884,-96.068909,"OK075",85,2018,40111000600,40111000602,401110006004086,401110006022051,40111000600,401110006004086,401110006004,14250.33101,0,37.0083333333333,3534.98333333333,1949.7,708.766666666667,310.866666666667,847.683333333333,36557.2833333333,1386.35,808.416666666667,577.933333333333,1386.35,88446.6666666667
"21388","OK118000001","UNNAMED",34780,"Muskogee",101,"OK",40,74434,35.796766,-95.255063,"OK118",70,2018,40101001400,40101001401,401010014001078,401010014012093,40101001400,401010014001078,401010014001,17062.56591,0,37.0083333333333,3534.98333333333,1949.7,708.766666666667,310.866666666667,847.683333333333,36557.2833333333,1386.35,808.416666666667,577.933333333333,1386.35,88446.6666666667
"21389","OK035000001","RENTAL",99999,"Caddo",15,"OK",40,73017,34.9338,-98.1369,"OK035",61,2018,40015162300,40015162300,400151623002280,400151623002085,40015162300,400151623002280,400151623002,13924.59845,0,38,2763,2056,23,145,724,44650,1069,812,257,1069,96700
"21390","OK124000001","RENTAL",99999,"Atoka",5,"OK",40,74525,34.3523,-96.1454,"OK124",84,2018,40005587700,40005587700,400055877002026,400055877002012,40005587700,400055877002026,400055877002,40766.08643,0,40.1,3922,2672,148,210,1139,32813,1618,993,625,1618,88900
"21391","OK044000056","MEADOW VW + ROSEWOOD DR",99999,"Choctaw",23,"OK",40,74743,34.003179,-95.4958,"OK044",68,2018,40023967100,40023967100,400239671004045,400239671004044,40023967100,400239671004045,400239671004,44259.68123,0,41.2,3524,2081,366,297,840,27260,1454,723,731,1454,91800
"21392","OK150000001","ORVAL RAY TOWER",36420,"Oklahoma",109,"OK",40,73115,35.449499,-97.430276,"OK150",71,2018,40109107804,40109107804,401091078042004,401091078041002,40109107804,401091078042004,401091078042,21065.38618,0,37.1,2793,2204,115,244,707,41848,1072,636,436,1072,68800
"21393","OK004000001","RENTAL",99999,"McCurtain",89,"OK",40,74745,33.886972,-94.836406,"OK004",65,2018,40089098700,40089098700,400890987005018,400890987005016,40089098700,400890987005018,400890987005,288.1135764,0,36.1,4111,1893,1136,323,1001,27091,1685,1009,676,1685,72400
"21394","OK005000001","LAWTON VIEW ADDITION",30020,"Comanche",31,"OK",40,73501,34.583841,-98.410069,"OK005",77,2018,40031001600,40031001600,400310016002113,400310016002104,40031001600,400310016002113,400310016002,546.9459247,0,31.3,2178,421,914,464,482,19408,826,288,538,826,61000
"21395","OK005000002","BENJAMIN O DAVIS HIGHRISE",30020,"Comanche",31,"OK",40,73501,34.602778,-98.396819,"OK005",74,2018,40031002500,40031002500,400310025002120,400310025003044,40031002500,400310025002120,400310025002,308.7231028,0,34.8,2964,1602,648,262,464,21891,1209,230,979,1209,70200
"21396","OK073000018","EAST CENTRAL VILLAGE",46140,"Tulsa",143,"OK",40,74116,36.162968,-95.841007,"OK073",93,2018,40143005900,40143005900,401430059001128,401430059001028,40143005900,401430059001128,401430059001,14470.85141,0,27.7,2477,765,292,900,561,33375,911,287,624,911,82200
"21397","OK002022329","SCATTERED SITES",36420,"Oklahoma",109,"OK",40,73119,35.406345,-97.553053,"OK002",92,2018,40109107216,40109107216,401091072162012,401091072164007,40109107216,401091072162012,401091072162,11865.71835,0,31.4,3152,898,150,1721,592,28750,1130,400,730,1130,72200
"21398","OK073000010","SANDY PARK",46140,"Tulsa",143,"OK",40,74127,36.142099,-96.061591,"OK073",81,2018,40143008800,40143008800,401430088001020,401430088001015,40143008800,401430088001020,401430088001,2115.586694,0,35.4,2166,1542,96,141,456,30938,828,428,400,828,40200
"21399","OK002002530","CANDLE LAKE SENIOR CENTER",36420,"Oklahoma",109,"OK",40,73112,35.524204,-97.601425,"OK002",66,2018,40109106706,40109106706,401091067063012,401091067063000,40109106706,401091067063012,401091067063,21655.82714,0,42.5,3069,1914,561,344,833,41089,1473,712,761,1473,129100
"21400","OK073000012","PARKVIEW TERRACE",46140,"Tulsa",143,"OK",40,74107,36.078093,-96.010301,"OK073",85,2018,40143006701,40143006701,401430067011024,401430067011026,40143006701,401430067011024,401430067011,9663.085142,0,29.4,3001,1576,791,142,764,31168,1167,610,557,1167,95600
"21401","OK073000005","APACHE MANOR",46140,"Tulsa",143,"OK",40,74115,36.191166,-95.934051,"OK073",83,2018,40143000300,40143000300,401430003001001,401430003001001,40143000300,401430003001001,401430003001,6218.660382,0,27.2,4034,947,1387,1133,942,27931,1314,603,711,1314,49700
"21402","OK073000004","PIONEER PLAZA",46140,"Tulsa",143,"OK",40,74106,36.166567,-95.991072,"OK073",83,2018,40143001000,40143001000,401430010001032,401430010001025,40143001000,401430010001032,401430010001,1549.671376,0,42.6,1493,183,1202,12,336,17500,726,269,457,726,99800
"21403","OK002002084","SCATTERED SITES",36420,"Oklahoma",109,"OK",40,73111,35.492398,-97.486579,"OK002",45,2018,40109101400,40109101400,401091014002000,401091014001000,40109101400,401091014002000,401091014002,22800.82544,0,41.8,1001,91,871,0,233,26420,467,215,252,467,49200
"21404","OK073000013","LA FORTUNE TOWERS",46140,"Tulsa",143,"OK",40,74107,36.136571,-96.006691,"OK073",97,2018,40143004600,40143004600,401430046001020,401430046004007,40143004600,401430046001020,401430046001,4093.781525,0,27.2,3216,1324,806,584,699,20460,1556,129,1427,1556,85200
"21405","OK024000001","ADA REED",10220,"Pontotoc",123,"OK",40,74820,34.78692,-96.681753,"OK024",74,2018,40123089100,40123089100,401230891002019,401230891002018,40123089100,401230891002019,401230891002,803.8680172,0,30.3,2155,1161,38,62,412,21151,992,355,637,992,46800
"21406","OK062000001","RENTAL",32540,"Pittsburg",121,"OK",40,74501,34.936138,-95.757075,"OK062",62,2018,40121486100,40121486100,401214861003048,401214861003014,40121486100,401214861003048,401214861003,227.8093619,0,37.2,4453,2672,268,514,946,32059,1897,1123,774,1897,84300
"21407","OK062000003","RENTAL",32540,"Pittsburg",121,"OK",40,74501,34.92958,-95.781145,"OK062",73,2018,40121486400,40121486400,401214864002065,401214864002044,40121486400,401214864002065,401214864002,161.9750064,0,35,2502,1833,92,135,572,37697,1033,443,590,1033,78800
"21408","OK147000001","HOUSING AUTHORITY, TOWN OF LONE WOLF",99999,"Kiowa",75,"OK",40,73655,34.985544,-99.244977,"OK147",59,2018,40075964200,40075964200,400759642001255,400759642001144,40075964200,400759642001255,400759642001,7147.197957,0,42.8,3781,3090,151,360,979,42113,1551,1145,406,1551,66100
"21409","OK062000002","RENTAL",32540,"Pittsburg",121,"OK",40,74501,34.926383,-95.7527,"OK062",50,2018,40121486500,40121486500,401214865001032,401214865001023,40121486500,401214865001032,401214865001,514.4744666,0,35.4,6234,4602,138,389,1719,50935,2540,1793,747,2540,144100
"21410","OK002002013","SCATTERED SITES",36420,"Oklahoma",109,"OK",40,73117,35.478704,-97.483575,"OK002",42,2019,40109102800,40109109500,401091028005011,401091095003011,40109102800,401091028005011,401091028005,21475.42229,0,38.4571428571429,3183.22222222222,1983.26984126984,332.777777777778,342.984126984127,773.857142857143,39479.3015873016,1233.84126984127,771.857142857143,461.984126984127,1233.84126984127,84947.5409836066
"21411","OK095000010","RENTAL",43060,"Pottawatomie",125,"OK",40,74801,35.327092,-96.936427,"OK095",72,2019,40125500200,40125500200,401255002004001,401255002004001,40125500200,401255002004001,401255002004,46969.1689,0,34,3327,1999,286,318,702,20545,1334,383,951,1334,47000
"21412","OK097000001","CHEYENNE HOUSING AUTHORITY",99999,"Roger Mills",129,"OK",40,73628,35.609809,-99.6703,"OK097",79,2019,40129960000,40129960000,401299600003226,401299600003090,40129960000,401299600003226,401299600003,29661.87769,0,40.6,3667,3066,9,264,893,51302,1377,1033,344,1377,109600
"21413","OK073000029","Osage North",46140,"Osage",113,"OK",40,74106,36.169302,-96.002816,"OK073",95,2019,40113940006,40113940006,401139400062038,401139400062010,40113940006,401139400062038,401139400062,865.0590183,0,40.2,5345,505,4050,281,1285,43232,2234,1370,864,2234,123800
"21414","OK002002809","THE TOWERS APARTMENTS",36420,"Oklahoma",109,"OK",40,73106,35.481427,-97.527385,"OK002",85,2019,40109102500,40109102500,401091025001007,401091025003002,40109102500,401091025001007,401091025001,20042.61433,0,34.5,998,684,124,44,129,30417,709,4,705,709,84947.5409836066
"21415","OK073000026","Country Club Gardens",46140,"Osage",113,"OK",40,74106,36.169122,-96.002659,"OK073",99,2014,40113940006,40113940006,401139400062037,401139400062004,40113940006,401139400062037,401139400062,884.9450676,0,38,5779,859,4197,292,1566,35396,2344,1387,957,2344,112500
"21416","OK073000027","Country Club Gardens",46140,"Osage",113,"OK",40,74106,36.166101,-96.002043,"OK073",97,2014,40113940006,40113940006,401139400062043,401139400062003,40113940006,401139400062043,401139400062,1224.061986,0,38,5779,859,4197,292,1566,35396,2344,1387,957,2344,112500
"21417","OK073000007","HEWGLEY TERRACE",46140,"Tulsa",143,"OK",40,74127,36.148995,-96.000702,"OK073",90,2014,40143002500,40143002500,401430025002195,401430025002017,40143002500,401430025002195,401430025002,3137.597649,0,34.4,3245,1724,825,287,152,33438,1087,158,929,1087,92600
"21418","OK003000001","COMANCHE HOUSING AUTHORIT",20340,"Stephens",137,"OK",40,73529,34.3691,-97.9713,"OK003",91,2014,40137001100,40137001100,401370011004011,401370011004026,40137001100,401370011004011,401370011004,0,1,42.3,5655,4845,38,303,1475,42409,2217,1710,507,2217,73900
"21419","OK073000010","SANDY PARK",46140,"Tulsa",143,"OK",40,74127,36.142099,-96.061591,"OK073",98,2014,40143008800,40143008800,401430088001020,401430088001015,40143008800,401430088001020,401430088001,2115.586694,0,32.4,2419,1762,138,110,591,21969,935,477,458,935,39700
"21420","OK073000013","LA FORTUNE TOWERS",46140,"Tulsa",143,"OK",40,74107,36.136571,-96.006691,"OK073",97,2014,40143004600,40143004600,401430046001020,401430046004007,40143004600,401430046001020,401430046001,4093.781525,0,26.7,3063,1226,581,784,618,18893,1515,152,1363,1515,84800
"21421","OK139000001","ROSE ROCK VILLA EH",36420,"Cleveland",27,"OK",40,73069,35.227053,-97.45924,"OK139",99,2014,40027200900,40027200900,400272009003006,400272009002006,40027200900,400272009003006,400272009003,3961.433108,0,35.9,4029,3518,130,209,1079,47195,1734,932,802,1734,130900
"21422","OK073000018","EAST CENTRAL VILLAGE",46140,"Tulsa",143,"OK",40,74116,36.162968,-95.841007,"OK073",99,2014,40143005900,40143005900,401430059001128,401430059001028,40143005900,401430059001128,401430059001,14470.85141,0,26.6,2393,721,371,1050,625,33661,823,300,523,823,29100
"21423","OK073000004","PIONEER PLAZA",46140,"Tulsa",143,"OK",40,74106,36.166567,-95.991072,"OK073",94,2014,40143001000,40143001000,401430010001032,401430010001025,40143001000,401430010001032,401430010001,1549.671376,0,44.1,1454,131,1212,0,329,17404,690,287,403,690,88200
"21424","OK073000001","SEMINOLE HILLS",46140,"Tulsa",143,"OK",40,74106,36.182818,-95.969021,"OK073",98,2014,40143000500,40143000500,401430005002006,401430005002001,40143000500,401430005002006,401430005002,2984.188343,0,22.3,2324,144,1783,133,623,22171,893,331,562,893,59400
"21425","OK073000006","MOHAWK MANOR",46140,"Tulsa",143,"OK",40,74110,36.208471,-95.95392,"OK073",98,2015,40143008001,40143008001,401430080011016,401430080011014,40143008001,401430080011016,401430080011,4351.361495,0,22.9,2164,651,869,253,488,13597,649,171,478,649,34800
"21426","OK073000003","COMANCHE PARK",46140,"Tulsa",143,"OK",40,74106,36.206891,-95.973479,"OK073",97,2015,40143008001,40143008001,401430080011012,401430080011012,40143008001,401430080011012,401430080011,2755.677282,0,22.9,2164,651,869,253,488,13597,649,171,478,649,34800
"21427","OK073000008","RIVERVIEW PARK",46140,"Tulsa",143,"OK",40,74107,36.128813,-96.001877,"OK073",99,2015,40143004600,40143004600,401430046002000,401430046001000,40143004600,401430046002000,401430046002,5004.956008,0,26.8,3212,1277,644,773,668,17934,1567,133,1434,1567,81900
"21428","OK073000005","APACHE MANOR",46140,"Tulsa",143,"OK",40,74115,36.191166,-95.934051,"OK073",97,2015,40143000300,40143000300,401430003001001,401430003001001,40143000300,401430003001001,401430003001,6218.660382,0,26.4,4115,993,1482,1031,1004,26379,1387,579,808,1387,47700
"21429","OK073000012","PARKVIEW TERRACE",46140,"Tulsa",143,"OK",40,74107,36.078093,-96.010301,"OK073",99,2015,40143006701,40143006701,401430067011024,401430067011026,40143006701,401430067011024,401430067011,9663.085142,0,29,3168,1617,802,284,858,31410,1186,640,546,1186,83500
"21430","OK073000019","SCATTERED SITES",46140,"Tulsa",143,"OK",40,74106,36.182062,-95.97448,"OK073",97,2014,40143000500,40143000500,401430005002013,401430005002008,40143000500,401430005002013,401430005002,2490.687169,0,22.3,2324,144,1783,133,623,22171,893,331,562,893,59400
"21431","OK002002530","CANDLE LAKE SENIOR CENTER",36420,"Oklahoma",109,"OK",40,73112,35.524204,-97.601425,"OK002",92,2015,40109106706,40109106706,401091067063012,401091067063000,40109106706,401091067063012,401091067063,21655.82714,0,38.4,3778,2374,758,349,981,42500,1712,783,929,1712,121200
"21432","OK113000001","UNNAMED",99999,"Caddo",15,"OK",40,73038,35.117,-98.3996,"OK113",97,2015,40015161900,40015161900,400151619001132,400151619001063,40015161900,400151619001132,400151619001,1881.884313,0,42.9,1569,1153,19,49,406,37833,596,475,121,596,74200
