"","TRACTFIPS","RISK_RATNG","SOVI_RATNG","RESL_RATNG","CFLD_RISKR","HWAV_RISKR","HRCN_RISKR","RFLD_RISKR","WFIR_RISKR"
"37259","49035112817","Very Low","Very Low","Relatively High","Very Low","No Rating","Not Applicable","Relatively Low","Relatively Moderate"
"37260","49035112907","Relatively Low","Relatively Low","Relatively High","No Rating","No Rating","Not Applicable","No Rating","No Rating"
"37261","49035113008","Very Low","Very Low","Relatively High","No Rating","No Rating","Not Applicable","No Rating","No Rating"
"37262","49035113101","Very Low","Relatively Low","Relatively High","No Rating","No Rating","Not Applicable","Relatively Low","No Rating"
"37263","49035113108","Very Low","Very Low","Relatively High","No Rating","No Rating","Not Applicable","No Rating","Very Low"
"37264","49035113309","Relatively Low","Relatively Moderate","Relatively High","No Rating","No Rating","Not Applicable","No Rating","No Rating"
"37265","49035113310","Relatively Low","Relatively Moderate","Relatively High","No Rating","No Rating","Not Applicable","No Rating","No Rating"
"37266","49035113409","Relatively Low","Relatively Low","Relatively High","No Rating","No Rating","Not Applicable","No Rating","No Rating"
"37267","49035113411","Relatively Low","Relatively Low","Relatively High","No Rating","No Rating","Not Applicable","No Rating","No Rating"
"37268","49035113509","Relatively Low","Relatively High","Relatively High","Relatively Low","No Rating","Not Applicable","Relatively High","No Rating"
"37269","49035113510","Relatively Low","Relatively Low","Relatively High","No Rating","No Rating","Not Applicable","No Rating","No Rating"
"37270","49035113513","Relatively Low","Relatively Moderate","Relatively High","No Rating","No Rating","Not Applicable","No Rating","No Rating"
"37271","49035113528","Very Low","Very Low","Relatively High","No Rating","No Rating","Not Applicable","No Rating","Relatively Low"
"37272","49035113535","Very Low","Very Low","Relatively High","No Rating","No Rating","Not Applicable","No Rating","Relatively Moderate"
"37273","49035113801","Relatively Low","Relatively Low","Relatively High","No Rating","No Rating","Not Applicable","No Rating","Relatively Low"
"37274","49035113904","Relatively Low","Relatively Low","Relatively High","No Rating","No Rating","Not Applicable","No Rating","No Rating"
"37275","49035115209","Very Low","Very Low","Relatively High","No Rating","No Rating","Not Applicable","Very Low","Relatively Moderate"
"37276","49045980000","Insufficient Data","Data Unavailable","Relatively High","Not Applicable","Insufficient Data","Not Applicable","Insufficient Data","Insufficient Data"
"37277","49047968301","Very Low","Relatively Low","Relatively Low","Not Applicable","No Rating","Not Applicable","Relatively Moderate","Relatively Low"
"37278","49049000206","Very Low","Very Low","Relatively High","Not Applicable","No Rating","Not Applicable","No Rating","Very Low"
"37279","49049000801","Relatively Low","Relatively Moderate","Relatively High","Not Applicable","No Rating","Not Applicable","No Rating","No Rating"
"37280","49049000901","Relatively Low","Relatively Low","Relatively High","Not Applicable","No Rating","Not Applicable","No Rating","No Rating"
"37281","49049000505","Very Low","Very Low","Relatively High","Not Applicable","No Rating","Not Applicable","No Rating","Relatively Low"
"37282","49049000507","Very Low","Very Low","Relatively High","Not Applicable","No Rating","Not Applicable","No Rating","Relatively Low"
"37283","49049001103","Very Low","Relatively Low","Relatively High","Not Applicable","No Rating","Not Applicable","No Rating","No Rating"
"37284","49049001105","Very Low","Relatively Low","Relatively High","Not Applicable","No Rating","Not Applicable","No Rating","No Rating"
"37285","49049001603","Very Low","Very Low","Relatively High","Not Applicable","No Rating","Not Applicable","No Rating","No Rating"
"37286","49049001201","Very Low","Relatively Low","Relatively High","Not Applicable","No Rating","Not Applicable","No Rating","No Rating"
"37287","49049001300","Relatively Low","Relatively Moderate","Relatively High","Not Applicable","No Rating","Not Applicable","Relatively Low","No Rating"
"37288","49049001501","Very Low","Very Low","Relatively High","Not Applicable","No Rating","Not Applicable","Very Low","Relatively Low"
"37289","49049001601","Relatively Low","Relatively Moderate","Relatively High","Not Applicable","No Rating","Not Applicable","No Rating","No Rating"
"37290","49049001801","Very Low","Relatively Low","Relatively High","Not Applicable","No Rating","Not Applicable","No Rating","No Rating"
"37291","49049001802","Very Low","Relatively Low","Relatively High","Not Applicable","No Rating","Not Applicable","No Rating","No Rating"
"37292","49049001803","Very Low","Relatively Moderate","Relatively High","Not Applicable","No Rating","Not Applicable","No Rating","No Rating"
"37293","49049001900","Very Low","Relatively Low","Relatively High","Not Applicable","No Rating","Not Applicable","No Rating","No Rating"
"37294","49049002000","Very Low","Relatively Low","Relatively High","Not Applicable","No Rating","Not Applicable","Relatively Low","No Rating"
"37295","49049002201","Very Low","Relatively Low","Relatively High","Not Applicable","No Rating","Not Applicable","Relatively Low","Relatively Low"
"37296","49049002205","Very Low","Relatively Low","Relatively High","Not Applicable","No Rating","Not Applicable","Relatively Low","Very Low"
"37297","49049010104","Very Low","Very Low","Relatively High","Not Applicable","No Rating","Not Applicable","No Rating","Relatively High"
"37298","49049010106","Very Low","Very Low","Relatively High","Not Applicable","No Rating","Not Applicable","Relatively Low","Relatively High"
"37299","49049003204","Very Low","Relatively Low","Relatively High","Not Applicable","No Rating","Not Applicable","No Rating","No Rating"
"37300","49049010111","Very Low","Very Low","Relatively High","Not Applicable","No Rating","Not Applicable","Relatively Moderate","Relatively High"
"37301","49049010112","Very Low","Very Low","Relatively High","Not Applicable","No Rating","Not Applicable","Relatively Low","Relatively Low"
"37302","49049010212","Very Low","Very Low","Relatively High","Not Applicable","No Rating","Not Applicable","No Rating","Relatively Low"
"37303","49049010409","Very Low","Very Low","Relatively High","Not Applicable","No Rating","Not Applicable","No Rating","Relatively Moderate"
"37304","49049010209","Very Low","Very Low","Relatively High","Not Applicable","No Rating","Not Applicable","Relatively Low","Relatively Moderate"
"37305","49049010214","Very Low","Very Low","Relatively High","Not Applicable","No Rating","Not Applicable","No Rating","Relatively Low"
"37306","49049010216","Very Low","Very Low","Relatively High","Not Applicable","No Rating","Not Applicable","Very Low","Relatively Low"
"37307","49049010220","Very Low","Very Low","Relatively High","Not Applicable","No Rating","Not Applicable","Relatively Low","Relatively Low"
"37308","49049010406","Very Low","Very Low","Relatively High","Not Applicable","No Rating","Not Applicable","Relatively Low","Relatively Moderate"
"37309","49053271200","Relatively Low","Relatively Low","Relatively Low","Not Applicable","Relatively Moderate","Not Applicable","Very High","Relatively Moderate"
"37310","49053271400","Relatively Moderate","Relatively Moderate","Relatively Low","Not Applicable","Relatively Moderate","Not Applicable","Relatively High","No Rating"
"37311","49053271600","Relatively Low","Relatively High","Relatively Low","Not Applicable","Relatively High","Not Applicable","Very High","Very High"
"37312","49057200202","Relatively Low","Relatively Moderate","Relatively High","Not Applicable","No Rating","Not Applicable","Relatively Low","No Rating"
"37313","49057201200","Relatively Low","Relatively Moderate","Relatively High","Not Applicable","No Rating","Not Applicable","No Rating","No Rating"
"37314","49057201302","Relatively Low","Relatively Moderate","Relatively High","Not Applicable","No Rating","Not Applicable","Relatively Low","No Rating"
"37315","49057201600","Relatively Low","Relatively Low","Relatively High","Not Applicable","No Rating","Not Applicable","Relatively Low","No Rating"
"37316","49057201800","Relatively Low","Relatively Moderate","Relatively High","Not Applicable","No Rating","Not Applicable","No Rating","No Rating"
"37317","49057210100","Very Low","Very Low","Relatively High","Not Applicable","No Rating","Not Applicable","Relatively Moderate","Relatively High"
"37318","49057210508","Very Low","Very Low","Relatively High","Not Applicable","No Rating","Not Applicable","No Rating","No Rating"
"37319","49057210510","Very Low","Very Low","Relatively High","Not Applicable","No Rating","Not Applicable","No Rating","Relatively Low"
"37320","49057210600","Relatively Low","Relatively Moderate","Relatively High","Not Applicable","No Rating","Not Applicable","Relatively Low","No Rating"
"37321","49057210704","Very Low","Relatively Low","Relatively High","Not Applicable","No Rating","Not Applicable","No Rating","No Rating"
"37322","53003960500","Relatively Moderate","Relatively High","Relatively Moderate","Not Applicable","No Rating","Not Applicable","No Rating","No Rating"
"37323","53003960600","Relatively Low","Relatively Moderate","Relatively Moderate","Not Applicable","No Rating","Not Applicable","No Rating","No Rating"
"37324","53005010300","Very Low","Relatively Low","Relatively Moderate","Not Applicable","No Rating","Not Applicable","Relatively Low","Relatively Low"
"37325","53005010600","Very Low","Relatively Low","Relatively Moderate","Not Applicable","No Rating","Not Applicable","Relatively Low","No Rating"
"37326","53005010807","Very Low","Relatively Low","Relatively Moderate","Not Applicable","No Rating","Not Applicable","Very Low","Relatively Moderate"
"37327","53005010703","Very Low","Relatively Moderate","Relatively Moderate","Not Applicable","No Rating","Not Applicable","Relatively Low","Relatively Moderate"
"37328","53005010708","Very Low","Relatively Moderate","Relatively Moderate","Not Applicable","No Rating","Not Applicable","Very Low","Relatively Moderate"
"37329","53005010803","Very Low","Relatively Low","Relatively Moderate","Not Applicable","No Rating","Not Applicable","Very Low","Relatively Low"
"37330","53005010809","Relatively Low","Relatively Low","Relatively Moderate","Not Applicable","No Rating","Not Applicable","No Rating","Very Low"
"37331","56001962700","Very Low","Relatively Moderate","Relatively Moderate","Not Applicable","No Rating","Not Applicable","Relatively Low","Relatively Moderate"
"37332","53005010810","Very Low","Relatively Low","Relatively Moderate","Not Applicable","No Rating","Not Applicable","No Rating","Relatively Low"
"37333","53005010811","Very Low","Very Low","Relatively Moderate","Not Applicable","No Rating","Not Applicable","No Rating","Relatively Moderate"
"37334","53005010901","Relatively Low","Relatively Moderate","Relatively Moderate","Not Applicable","No Rating","Not Applicable","Very Low","No Rating"
"37335","53005010902","Relatively Low","Relatively Moderate","Relatively Moderate","Not Applicable","No Rating","Not Applicable","No Rating","No Rating"
"37336","53007960100","Very Low","Relatively Moderate","Relatively Moderate","Not Applicable","No Rating","Not Applicable","Relatively Moderate","Relatively High"
"37337","53005011001","Relatively Low","Relatively Moderate","Relatively Moderate","Not Applicable","No Rating","Not Applicable","Very Low","No Rating"
"37338","53005011401","Relatively Low","Relatively Moderate","Relatively Moderate","Not Applicable","No Rating","Not Applicable","Very Low","No Rating"
"37339","53005011600","Relatively Low","Relatively High","Relatively Moderate","Not Applicable","No Rating","Not Applicable","Very Low","Relatively Low"
"37340","53005012000","Very Low","Relatively Low","Relatively Moderate","Not Applicable","No Rating","Not Applicable","Very Low","Very Low"
"37341","53009000900","Relatively Low","Relatively High","Relatively Low","Relatively Moderate","No Rating","Not Applicable","Relatively Low","No Rating"
"37342","53009001000","Relatively Low","Relatively Low","Relatively Low","Relatively Low","No Rating","Not Applicable","Relatively Low","No Rating"
"37343","53009001500","Very Low","Relatively High","Relatively Low","Relatively High","No Rating","Not Applicable","Relatively Low","Very Low"
"37344","53009001600","Very Low","Relatively High","Relatively Low","Relatively Low","No Rating","Not Applicable","Very Low","Very Low"
"37345","53011040407","Very Low","Relatively Low","Relatively Moderate","Very Low","Relatively Low","Not Applicable","Relatively Low","No Rating"
"37346","53011040505","Very Low","Relatively Low","Relatively Moderate","Very Low","Relatively Low","Not Applicable","Relatively Low","Very Low"
"37347","53011040509","Very Low","Relatively Moderate","Relatively Moderate","Relatively Moderate","Relatively Low","Not Applicable","Relatively Low","No Rating"
"37348","53011040604","Very Low","Relatively Low","Relatively Moderate","Very Low","Relatively Low","Not Applicable","Relatively Low","No Rating"
"37349","53011040609","Very Low","Very Low","Relatively Moderate","No Rating","Relatively Low","Not Applicable","No Rating","No Rating"
"37350","53067011900","Very Low","Relatively Low","Relatively Moderate","Relatively Moderate","Relatively Low","Not Applicable","Very Low","Very Low"
"37351","56023978000","Relatively Low","Relatively Low","Relatively Low","Not Applicable","No Rating","Not Applicable","Relatively Moderate","Relatively Moderate"
"37352","56023978100","Relatively Low","Relatively Low","Relatively Low","Not Applicable","No Rating","Not Applicable","Relatively Moderate","Relatively Moderate"
"37353","53011040709","Very Low","Relatively Low","Relatively Moderate","Very Low","Relatively Low","Not Applicable","Very Low","Very Low"
"37354","53011040803","Very Low","Relatively Low","Relatively Moderate","Very Low","Relatively Low","Not Applicable","Very Low","No Rating"
"37355","53011040805","Very Low","Relatively Low","Relatively Moderate","Very Low","Relatively Low","Not Applicable","Relatively Low","Very Low"
"37356","53011040806","Very Low","Very Low","Relatively Moderate","Very Low","Relatively Low","Not Applicable","Relatively Low","No Rating"
"37357","53011040808","Very Low","Relatively Low","Relatively Moderate","Very Low","Relatively Low","Not Applicable","Relatively Low","No Rating"
"37358","53011040809","Very Low","Relatively Low","Relatively Moderate","Very Low","Relatively Low","Not Applicable","No Rating","No Rating"
"37359","53011041010","Very Low","Relatively Moderate","Relatively Moderate","Very Low","Relatively Low","Not Applicable","No Rating","No Rating"
"37360","53037975200","Very Low","Relatively Moderate","Relatively Moderate","Not Applicable","No Rating","Not Applicable","Relatively Moderate","Very High"
"37361","53025010500","Very Low","Relatively High","Relatively Low","Not Applicable","No Rating","Not Applicable","Very Low","Relatively Moderate"
"37362","56019955100","Very Low","Relatively Moderate","Relatively Low","Not Applicable","No Rating","Not Applicable","Relatively Moderate","Relatively High"
"37363","56019955200","Relatively Low","Relatively Moderate","Relatively Low","Not Applicable","No Rating","Not Applicable","Relatively High","Relatively Moderate"
"37364","53011041104","Very Low","Relatively Low","Relatively Moderate","Very Low","Relatively Low","Not Applicable","Very Low","No Rating"
"37365","53011041312","Very Low","Relatively Moderate","Relatively Moderate","Relatively Low","Relatively Low","Not Applicable","Relatively Low","No Rating"
"37366","53011041320","Very Low","Relatively Low","Relatively Moderate","No Rating","Relatively Low","Not Applicable","No Rating","No Rating"
"37367","53011041326","Very Low","Relatively Low","Relatively Moderate","Very Low","Relatively Low","Not Applicable","Relatively Low","No Rating"
"37368","53001950400","Relatively Low","Relatively High","Very Low","Not Applicable","No Rating","Not Applicable","No Rating","Relatively Low"
"37369","53011041333","Very Low","Relatively Low","Relatively Moderate","No Rating","Relatively Low","Not Applicable","No Rating","No Rating"
"37370","53011042100","Very Low","Relatively Low","Relatively Moderate","No Rating","Relatively Low","Not Applicable","No Rating","No Rating"
"37371","53011042500","Very Low","Relatively Low","Relatively Moderate","Very Low","Relatively Low","Not Applicable","No Rating","No Rating"
"37372","53001950500","Relatively Low","Relatively High","Very Low","Not Applicable","No Rating","Not Applicable","Very Low","Relatively Low"
"37373","53003960300","Relatively Low","Relatively Moderate","Relatively Moderate","Not Applicable","No Rating","Not Applicable","Very Low","No Rating"
"37374","53005011503","Very Low","Relatively Low","Relatively Moderate","Not Applicable","No Rating","Not Applicable","Relatively Low","Relatively Moderate"
"37375","53003960400","Relatively Low","Relatively High","Relatively Moderate","Not Applicable","No Rating","Not Applicable","No Rating","No Rating"
"37376","53005011800","Very Low","Relatively Moderate","Relatively Moderate","Not Applicable","No Rating","Not Applicable","Relatively Low","Relatively Moderate"
"37377","53005010707","Very Low","Very Low","Relatively Moderate","Not Applicable","No Rating","Not Applicable","No Rating","Relatively Low"
"37378","53005010805","Very Low","Relatively Low","Relatively Moderate","Not Applicable","No Rating","Not Applicable","Relatively Low","No Rating"
"37379","53005010813","Very Low","Relatively Low","Relatively Moderate","Not Applicable","No Rating","Not Applicable","No Rating","Relatively Low"
"37380","53005011504","Very Low","Very Low","Relatively Moderate","Not Applicable","No Rating","Not Applicable","Very Low","Relatively Low"
"37381","53015000900","Very Low","Relatively Moderate","Relatively Moderate","Relatively Moderate","Relatively Low","Not Applicable","Relatively Low","No Rating"
"37382","53015002100","Relatively High","Very High","Relatively Moderate","Very High","Relatively Moderate","Not Applicable","Relatively Low","No Rating"
"37383","53017950300","Very Low","Relatively High","Relatively Low","Not Applicable","No Rating","Not Applicable","Very Low","Relatively Moderate"
"37384","53021020501","Very Low","Relatively Low","Relatively Low","Not Applicable","No Rating","Not Applicable","Relatively Low","Relatively Low"
"37385","53005011900","Very Low","Relatively Moderate","Relatively Moderate","Not Applicable","No Rating","Not Applicable","Relatively Low","Relatively Moderate"
"37386","53007960802","Relatively Low","Relatively High","Relatively Moderate","Not Applicable","No Rating","Not Applicable","Relatively Low","Relatively Low"
"37387","53011040413","Very Low","Relatively Low","Relatively Moderate","Very Low","Relatively Low","Not Applicable","Very Low","Very Low"
"37388","53011040414","Very Low","Relatively Low","Relatively Moderate","Very Low","Relatively Low","Not Applicable","Very Low","Very Low"
"37389","53011040415","Very Low","Relatively Moderate","Relatively Moderate","Very Low","Relatively Low","Not Applicable","Relatively Low","No Rating"
"37390","53021020800","Very Low","Relatively Moderate","Relatively Low","Not Applicable","No Rating","Not Applicable","Relatively Low","Relatively Moderate"
"37391","53025010200","Very Low","Relatively Low","Relatively Low","Not Applicable","No Rating","Not Applicable","Very Low","Relatively Moderate"
"37392","53021020605","Relatively Low","Relatively Low","Relatively Low","Not Applicable","No Rating","Not Applicable","No Rating","Relatively Low"
"37393","53021020601","Very Low","Relatively Low","Relatively Low","Not Applicable","No Rating","Not Applicable","Relatively Low","Relatively Low"
"37394","53027001100","Relatively Low","Relatively Moderate","Relatively Moderate","Relatively High","No Rating","Not Applicable","Relatively Low","No Rating"
"37395","53029970400","Very Low","Relatively Low","Relatively Moderate","Relatively Moderate","No Rating","Not Applicable","Very Low","Very Low"
"37396","53011040507","Very Low","Relatively Moderate","Relatively Moderate","Relatively Low","Relatively Low","Not Applicable","Relatively Low","Very Low"
"37397","53011040706","Very Low","Relatively Low","Relatively Moderate","No Rating","Relatively Low","Not Applicable","No Rating","No Rating"
"37398","53011040711","Very Low","Relatively Low","Relatively Moderate","No Rating","Relatively Low","Not Applicable","No Rating","No Rating"
"37399","53011040712","Very Low","Relatively Low","Relatively Moderate","No Rating","Relatively Low","Not Applicable","No Rating","No Rating"
"37400","53011040904","Very Low","Relatively Moderate","Relatively Moderate","Relatively Low","Relatively Low","Not Applicable","Relatively Low","No Rating"
"37401","53011040910","Very Low","Relatively Low","Relatively Moderate","Very Low","Relatively Low","Not Applicable","Very Low","Very Low"
"37402","53029970700","Relatively Low","Relatively Moderate","Relatively Moderate","Relatively High","No Rating","Not Applicable","Relatively Low","No Rating"
"37403","53029970800","Very Low","Relatively Moderate","Relatively Moderate","No Rating","No Rating","Not Applicable","No Rating","No Rating"
"37404","53029970900","Very Low","Relatively Low","Relatively Moderate","Relatively High","No Rating","Not Applicable","Relatively Low","No Rating"
"37405","53029971500","Very Low","Relatively Moderate","Relatively Moderate","Relatively High","Very Low","Not Applicable","Relatively Low","Very Low"
"37406","53011041003","Very Low","Relatively Moderate","Relatively Moderate","Relatively Moderate","Relatively Low","Not Applicable","Relatively Low","No Rating"
"37407","53011041005","Very Low","Relatively High","Relatively Moderate","Relatively Moderate","Relatively Low","Not Applicable","Relatively Moderate","No Rating"
"37408","53011041011","Very Low","Relatively Low","Relatively Moderate","Very Low","Relatively Low","Not Applicable","Very Low","No Rating"
"37409","53011041108","Relatively Low","Relatively High","Relatively Moderate","No Rating","Relatively Low","Not Applicable","No Rating","No Rating"
"37410","53011041112","Very Low","Relatively Moderate","Relatively Moderate","Very Low","Relatively Low","Not Applicable","No Rating","No Rating"
"37411","53011041203","Very Low","Relatively Low","Relatively Moderate","Very Low","Relatively Low","Not Applicable","Relatively Low","No Rating"
"37412","53029972000","Very Low","Relatively Moderate","Relatively Moderate","Relatively Moderate","No Rating","Not Applicable","Relatively Low","Very Low"
"37413","53029972100","Very Low","Relatively Low","Relatively Moderate","Relatively Moderate","No Rating","Not Applicable","Relatively Low","Very Low"
"37414","53031950202","Very Low","Relatively Low","Relatively Low","Relatively Low","Very Low","Not Applicable","Relatively Low","Very Low"
"37415","53031950500","Very Low","Relatively Moderate","Relatively Low","Relatively Moderate","Very Low","Not Applicable","Relatively Low","Very Low"
"37416","53033000100","Relatively Low","Relatively Moderate","Relatively Moderate","Relatively High","Very Low","Not Applicable","Very Low","No Rating"
"37417","53033000600","Relatively Low","Relatively Moderate","Relatively Moderate","No Rating","Very Low","Not Applicable","Very Low","No Rating"
"37418","53033000700","Relatively Low","Relatively Low","Relatively Moderate","No Rating","Very Low","Not Applicable","Very Low","No Rating"
"37419","53011041310","Relatively Low","Relatively High","Relatively Moderate","Relatively Moderate","Relatively Low","Not Applicable","Relatively Low","No Rating"
"37420","53011041323","Relatively Low","Relatively High","Relatively Moderate","No Rating","Relatively Low","Not Applicable","No Rating","No Rating"
"37421","53011041325","Very Low","Very Low","Relatively Moderate","Relatively Low","Relatively Low","Not Applicable","Very Low","No Rating"
"37422","53011041327","Very Low","Relatively Low","Relatively Moderate","Very Low","Relatively Low","Not Applicable","Relatively Low","No Rating"
"37423","53011041329","Very Low","Relatively Low","Relatively Moderate","No Rating","Relatively Low","Not Applicable","No Rating","No Rating"
"37424","53011041332","Very Low","Relatively Moderate","Relatively Moderate","No Rating","Relatively Low","Not Applicable","No Rating","No Rating"
"37425","53033000800","Relatively Low","Relatively Low","Relatively Moderate","No Rating","Very Low","Not Applicable","Relatively Low","No Rating"
"37426","53033001100","Relatively Low","Relatively Low","Relatively Moderate","No Rating","Very Low","Not Applicable","Very Low","No Rating"
"37427","53033001800","Relatively Low","Very Low","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37428","53033001900","Relatively Low","Relatively Low","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37429","53033002000","Relatively Low","Relatively Low","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37430","53033002400","Very Low","Very Low","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37431","53033003100","Relatively Low","Very Low","Relatively Moderate","No Rating","Very Low","Not Applicable","Very Low","No Rating"
"37432","53011041600","Very Low","Relatively Moderate","Relatively Moderate","Very Low","Relatively Low","Not Applicable","Relatively Low","No Rating"
"37433","53011041900","Very Low","Relatively High","Relatively Moderate","No Rating","Relatively Low","Not Applicable","No Rating","No Rating"
"37434","53011042900","Very Low","Relatively High","Relatively Moderate","No Rating","Relatively Low","Not Applicable","Very Low","No Rating"
"37435","53011043100","Very Low","Relatively Moderate","Relatively Moderate","Relatively Moderate","Relatively Low","Not Applicable","Relatively Low","No Rating"
"37436","53013960200","Very Low","Relatively High","Relatively High","Not Applicable","No Rating","Not Applicable","Relatively Low","Relatively Moderate"
"37437","53015000501","Relatively Moderate","Relatively Moderate","Relatively Moderate","Very High","Relatively Low","Not Applicable","No Rating","No Rating"
"37438","53015001700","Very Low","Relatively Low","Relatively Moderate","Relatively Moderate","Relatively Low","Not Applicable","Relatively Low","Very Low"
"37439","53033003500","Relatively Low","Relatively Low","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37440","53033003800","Very Low","Very Low","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37441","53033004100","Very Low","Very Low","Relatively Moderate","Relatively Moderate","Very Low","Not Applicable","No Rating","No Rating"
"37442","53015001200","Relatively Low","Relatively Moderate","Relatively Moderate","Very High","Relatively Low","Not Applicable","Relatively Low","No Rating"
"37443","53033004200","Relatively Low","Very Low","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37444","53033004400","Relatively Low","Very Low","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37445","53015001600","Relatively Low","Relatively Low","Relatively Moderate","Relatively High","Relatively Low","Not Applicable","Relatively Moderate","Very Low"
"37446","53015000502","Relatively High","Relatively Moderate","Relatively Moderate","Very High","Relatively Low","Not Applicable","Relatively Low","No Rating"
"37447","53017950500","Relatively Low","Relatively High","Relatively Low","Not Applicable","No Rating","Not Applicable","Very Low","No Rating"
"37448","53015000704","Relatively High","Relatively Moderate","Relatively Moderate","Very High","Relatively Low","Not Applicable","Relatively Moderate","No Rating"
"37449","53021020200","Relatively Moderate","Relatively High","Relatively Low","Not Applicable","No Rating","Not Applicable","No Rating","No Rating"
"37450","53021020300","Relatively Moderate","Relatively High","Relatively Low","Not Applicable","No Rating","Not Applicable","No Rating","No Rating"
"37451","53033004600","Very Low","Very Low","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37452","53033005100","Very Low","Very Low","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37453","53033005200","Relatively Low","Relatively Low","Relatively Moderate","Relatively Moderate","Very Low","Not Applicable","No Rating","No Rating"
"37454","53033005600","Very Low","Very Low","Relatively Moderate","Relatively Moderate","Very Low","Not Applicable","Very Low","No Rating"
"37455","53033005801","Relatively Low","Relatively Low","Relatively Moderate","Relatively Moderate","Very Low","Not Applicable","No Rating","No Rating"
"37456","53021020400","Relatively Moderate","Relatively High","Relatively Low","Not Applicable","No Rating","Not Applicable","Relatively Low","No Rating"
"37457","53021020502","Relatively Low","Relatively Low","Relatively Low","Not Applicable","No Rating","Not Applicable","Relatively Low","No Rating"
"37458","53025010600","Relatively Low","Relatively High","Relatively Low","Not Applicable","No Rating","Not Applicable","Very Low","No Rating"
"37459","53027001600","Relatively Low","Relatively Low","Relatively Moderate","Relatively High","No Rating","Not Applicable","Relatively Low","Very Low"
"37460","53033005900","Relatively Low","Very Low","Relatively Moderate","Relatively High","Very Low","Not Applicable","No Rating","No Rating"
"37461","53033006600","Very Low","Very Low","Relatively Moderate","Relatively High","Very Low","Not Applicable","No Rating","No Rating"
"37462","53025011401","Very Low","Relatively High","Relatively Low","Not Applicable","No Rating","Not Applicable","Very Low","Relatively Low"
"37463","53033006700","Relatively Low","Relatively Low","Relatively Moderate","Relatively High","Very Low","Not Applicable","No Rating","No Rating"
"37464","53033007100","Relatively Low","Very Low","Relatively Moderate","No Rating","Very Low","Not Applicable","Very Low","No Rating"
"37465","53033007200","Relatively Low","Very Low","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37466","53033007800","Very Low","Very Low","Relatively Moderate","Relatively Moderate","Very Low","Not Applicable","No Rating","No Rating"
"37467","53027000700","Very Low","Relatively High","Relatively Moderate","Relatively Low","Relatively Low","Not Applicable","Relatively Moderate","Very Low"
"37468","53027000800","Very Low","Relatively Moderate","Relatively Moderate","Relatively High","Relatively Low","Not Applicable","Relatively Low","Very Low"
"37469","53025010902","Relatively Low","Relatively Moderate","Relatively Low","Not Applicable","No Rating","Not Applicable","Very Low","Relatively Low"
"37470","53025011200","Very Low","Relatively Moderate","Relatively Low","Not Applicable","No Rating","Not Applicable","Very Low","Relatively Moderate"
"37471","53029970300","Very Low","Relatively Moderate","Relatively Moderate","Relatively Moderate","No Rating","Not Applicable","Relatively Low","Very Low"
"37472","53029970602","Very Low","Relatively Moderate","Relatively Moderate","No Rating","No Rating","Not Applicable","No Rating","No Rating"
"37473","53029971000","Very Low","Relatively High","Relatively Moderate","Relatively Moderate","No Rating","Not Applicable","Very Low","No Rating"
"37474","53033008700","Relatively Low","Relatively Low","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37475","53033010001","Relatively Low","Relatively High","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37476","53033010200","Relatively Low","Relatively Low","Relatively Moderate","Relatively Low","Very Low","Not Applicable","No Rating","No Rating"
"37477","53033010800","Relatively Low","Relatively Low","Relatively Moderate","Relatively Moderate","Very Low","Not Applicable","No Rating","No Rating"
"37478","53033011001","Relatively Low","Relatively High","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37479","53029971400","Very Low","Relatively Moderate","Relatively Moderate","Relatively Moderate","No Rating","Not Applicable","Relatively Low","Very Low"
"37480","53029971700","Very Low","Relatively Moderate","Relatively Moderate","Relatively High","No Rating","Not Applicable","Relatively Low","Very Low"
"37481","53029971800","Very Low","Relatively Moderate","Relatively Moderate","Relatively High","No Rating","Not Applicable","Relatively Low","No Rating"
"37482","53029971900","Very Low","Relatively Moderate","Relatively Moderate","Relatively Moderate","No Rating","Not Applicable","Very Low","Very Low"
"37483","53033020100","Relatively Low","Relatively Moderate","Relatively Moderate","Relatively High","Very Low","Not Applicable","Very Low","No Rating"
"37484","53033011700","Relatively Low","Relatively Moderate","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37485","53033012100","Relatively Low","Relatively Low","Relatively Moderate","Relatively High","Very Low","Not Applicable","Very Low","No Rating"
